target_x,target_y,cursor trajectory,p_id,avg errors,trial,block,Rotation,Emphasis,init errors,phase
-0.3,-0.3,"[array([0., 0.]), array([0.00462963, 0.00185185]), array([-0.01296296, -0.01203704]), array([-0.04351852, -0.03425926]), array([-0.06481481, -0.05277778]), array([-0.07037037, -0.05740741]), array([-0.08055556, -0.06666667]), array([-0.08981481, -0.075     ]), array([-0.1       , -0.08425926]), array([-0.11018519, -0.09444444]), array([-0.11666667, -0.1       ]), array([-0.12592593, -0.10925926]), array([-0.13518519, -0.11759259]), array([-0.14444444, -0.12592593]), array([-0.1537037 , -0.13518519]), array([-0.16018519, -0.14074074]), array([-0.16851852, -0.14907407]), array([-0.17777778, -0.15833333]), array([-0.18611111, -0.16666667]), array([-0.19444444, -0.175     ]), array([-0.19907407, -0.18055556]), array([-0.20648148, -0.18796296]), array([-0.21296296, -0.19444444]), array([-0.21851852, -0.20092593]), array([-0.22222222, -0.20462963]), array([-0.22685185, -0.20925926]), array([-0.23055556, -0.21481481]), array([-0.23333333, -0.21944444]), array([-0.23611111, -0.22407407]), array([-0.23796296, -0.22685185]), array([-0.23981481, -0.23148148]), array([-0.24166667, -0.23611111]), array([-0.24351852, -0.24074074]), array([-0.24537037, -0.24537037]), array([-0.2462963 , -0.24814815]), array([-0.24907407, -0.2537037 ])]",656,,1.0,0.0,Sudden,Accuracy,0.1276978089689233,Baseline
-0.3,0.3,"[array([0., 0.]), array([-0.01203704,  0.00740741]), array([-0.02314815,  0.02037037]), array([-0.03888889,  0.03796296]), array([-0.06203704,  0.05833333]), array([-0.08611111,  0.08055556]), array([-0.09351852,  0.08796296]), array([-0.10185185,  0.09537037]), array([-0.10740741,  0.10092593]), array([-0.11574074,  0.10833333]), array([-0.125     ,  0.11666667]), array([-0.13333333,  0.125     ]), array([-0.14259259,  0.13240741]), array([-0.14907407,  0.13796296]), array([-0.15740741,  0.1462963 ]), array([-0.16666667,  0.15462963]), array([-0.175     ,  0.16296296]), array([-0.18148148,  0.16851852]), array([-0.18981481,  0.17592593]), array([-0.19722222,  0.18240741]), array([-0.20555556,  0.18981481]), array([-0.21296296,  0.1962963 ]), array([-0.21759259,  0.2       ]), array([-0.22407407,  0.20555556]), array([-0.23055556,  0.21111111]), array([-0.23611111,  0.21666667]), array([-0.24166667,  0.2212963 ]), array([-0.24444444,  0.22407407]), array([-0.24814815,  0.22777778]), array([-0.25185185,  0.23055556]), array([-0.2537037 ,  0.23240741]), array([-0.25462963,  0.23333333]), array([-0.25555556,  0.23425926]), array([-0.25648148,  0.23611111]), array([-0.25740741,  0.23703704]), array([-0.25833333,  0.23796296]), array([-0.25833333,  0.23888889])]",656,,2.0,0.0,Sudden,Accuracy,0.0270385567372471,Baseline
0.3,-0.3,"[array([0., 0.]), array([-0.01851852,  0.01481481]), array([-0.02407407,  0.0212963 ]), array([-0.01944444,  0.01574074]), array([-0.00185185, -0.00185185]), array([ 0.01666667, -0.01851852]), array([ 0.025     , -0.02592593]), array([ 0.03425926, -0.03333333]), array([ 0.04351852, -0.04074074]), array([ 0.05277778, -0.04814815]), array([ 0.06018519, -0.0537037 ]), array([ 0.06944444, -0.06203704]), array([ 0.07962963, -0.06944444]), array([ 0.08888889, -0.07777778]), array([ 0.09537037, -0.08333333]), array([ 0.1037037 , -0.09074074]), array([ 0.11296296, -0.09907407]), array([ 0.1212963 , -0.10648148]), array([ 0.1287037 , -0.11388889]), array([ 0.13333333, -0.11944444]), array([ 0.13981481, -0.12685185]), array([ 0.1462963 , -0.13425926]), array([ 0.15092593, -0.14074074]), array([ 0.15462963, -0.14537037]), array([ 0.15925926, -0.15185185]), array([ 0.16388889, -0.15833333]), array([ 0.16759259, -0.16481481]), array([ 0.1712963, -0.1712963]), array([ 0.17314815, -0.175     ]), array([ 0.17685185, -0.18240741]), array([ 0.18055556, -0.18888889]), array([ 0.18425926, -0.19537037]), array([ 0.18796296, -0.20185185]), array([ 0.19074074, -0.20555556]), array([ 0.19444444, -0.21203704]), array([ 0.19907407, -0.21759259]), array([ 0.2037037 , -0.22314815]), array([ 0.20740741, -0.22685185]), array([ 0.21203704, -0.23240741]), array([ 0.21759259, -0.23796296]), array([ 0.22222222, -0.24259259]), array([ 0.22685185, -0.24722222]), array([ 0.23055556, -0.25      ]), array([ 0.23518519, -0.2537037 ]), array([ 0.24074074, -0.25833333]), array([ 0.24351852, -0.26018519])]",656,,3.0,0.0,Sudden,Accuracy,0.0467740082329333,Baseline
0.3,-0.3,[],656,,4.0,0.0,Sudden,Accuracy,0.0467740082329333,Baseline
-0.3,0.3,"[array([0., 0.]), array([-0.01851852,  0.01018519]), array([-0.04166667,  0.025     ]), array([-0.07592593,  0.05      ]), array([-0.10185185,  0.0712963 ]), array([-0.10833333,  0.07685185]), array([-0.11666667,  0.08518519]), array([-0.12592593,  0.09351852]), array([-0.13518519,  0.10277778]), array([-0.14351852,  0.11111111]), array([-0.14907407,  0.11666667]), array([-0.15833333,  0.125     ]), array([-0.16666667,  0.13425926]), array([-0.175     ,  0.14259259]), array([-0.18055556,  0.14814815]), array([-0.18981481,  0.15555556]), array([-0.2       ,  0.16296296]), array([-0.20925926,  0.17037037]), array([-0.21851852,  0.17685185]), array([-0.22407407,  0.18148148]), array([-0.23240741,  0.18796296]), array([-0.24074074,  0.19351852]), array([-0.24722222,  0.19907407]), array([-0.25277778,  0.20555556]), array([-0.25648148,  0.20833333]), array([-0.26203704,  0.21388889]), array([-0.26666667,  0.21944444]), array([-0.2712963,  0.225    ]), array([-0.27314815,  0.2287037 ]), array([-0.27685185,  0.23333333]), array([-0.27777778,  0.23611111])]",656,,5.0,0.0,Sudden,Accuracy,0.1640745929957922,Baseline
-0.3,-0.3,"[array([0., 0.]), array([-0.00925926, -0.00092593]), array([-0.04444444, -0.01759259]), array([-0.0962963 , -0.04814815]), array([-0.15      , -0.08425926]), array([-0.16851852, -0.09814815]), array([-0.18240741, -0.10833333]), array([-0.19537037, -0.11944444]), array([-0.20833333, -0.12962963]), array([-0.21666667, -0.13703704]), array([-0.2287037 , -0.14722222]), array([-0.24166667, -0.15740741]), array([-0.2537037 , -0.16851852]), array([-0.26574074, -0.1787037 ]), array([-0.27407407, -0.18611111]), array([-0.28611111, -0.1962963 ]), array([-0.29814815, -0.20555556]), array([-0.30833333, -0.21574074]), array([-0.31851852, -0.22407407]), array([-0.32407407, -0.22962963]), array([-0.33240741, -0.23703704])]",656,,6.0,0.0,Sudden,Accuracy,0.2425493035933441,Baseline
-0.3,-0.3,[],656,,7.0,0.0,Sudden,Accuracy,0.2425493035933441,Baseline
0.3,0.3,"[array([0., 0.]), array([0.01111111, 0.01944444]), array([0.05462963, 0.05833333]), array([0.1212963 , 0.11203704]), array([0.1537037 , 0.13796296]), array([0.16759259, 0.14814815]), array([0.17685185, 0.15462963]), array([0.19166667, 0.16481481]), array([0.20555556, 0.17314815]), array([0.21851852, 0.18148148]), array([0.22777778, 0.18611111]), array([0.24074074, 0.19351852]), array([0.24814815, 0.19814815]), array([0.26388889, 0.20740741]), array([0.27407407, 0.21296296]), array([0.28148148, 0.21666667]), array([0.28981481, 0.22222222]), array([0.29814815, 0.22685185]), array([0.30277778, 0.22962963])]",656,,8.0,0.0,Sudden,Accuracy,0.1693115974383804,Baseline
-0.3,-0.3,"[array([0., 0.]), array([-0.01203704, -0.01018519]), array([-0.04444444, -0.02962963]), array([-0.09351852, -0.06111111]), array([-0.11851852, -0.07685185]), array([-0.13240741, -0.08796296]), array([-0.1462963 , -0.09814815]), array([-0.16018519, -0.10833333]), array([-0.17407407, -0.11944444]), array([-0.18703704, -0.13055556]), array([-0.1962963 , -0.13796296]), array([-0.20925926, -0.14907407]), array([-0.2212963 , -0.16018519]), array([-0.23333333, -0.17037037]), array([-0.23981481, -0.17777778]), array([-0.25092593, -0.18796296]), array([-0.26018519, -0.19722222]), array([-0.26759259, -0.20555556]), array([-0.275     , -0.21296296]), array([-0.2787037 , -0.21759259]), array([-0.28333333, -0.22314815]), array([-0.28703704, -0.22685185]), array([-0.28888889, -0.2287037 ])]",656,,9.0,0.0,Sudden,Accuracy,0.081636280453095,Baseline
0.3,0.3,"[array([0., 0.]), array([0.01296296, 0.01203704]), array([0.05555556, 0.04444444]), array([0.12592593, 0.09907407]), array([0.16759259, 0.13333333]), array([0.1787037 , 0.14259259]), array([0.2       , 0.15925926]), array([0.21666667, 0.17222222]), array([0.23518519, 0.18611111]), array([0.24907407, 0.1962963 ]), array([0.25925926, 0.20277778]), array([0.27222222, 0.21296296]), array([0.28611111, 0.22314815]), array([0.29814815, 0.23240741]), array([0.31018519, 0.24074074])]",656,,10.0,0.0,Sudden,Accuracy,0.0147318203714899,Baseline
-0.3,0.3,"[array([0., 0.]), array([-0.01666667,  0.00555556]), array([-0.03888889,  0.01759259]), array([-0.07314815,  0.04259259]), array([-0.10925926,  0.075     ]), array([-0.12407407,  0.08888889]), array([-0.13240741,  0.0962963 ]), array([-0.14351852,  0.10833333]), array([-0.15462963,  0.12037037]), array([-0.16574074,  0.13240741]), array([-0.17685185,  0.14444444]), array([-0.18425926,  0.15277778]), array([-0.19537037,  0.16388889]), array([-0.20648148,  0.17592593]), array([-0.21759259,  0.18703704]), array([-0.2287037 ,  0.19722222]), array([-0.23703704,  0.2037037 ]), array([-0.24814815,  0.21388889]), array([-0.25833333,  0.22314815]), array([-0.26759259,  0.23148148]), array([-0.27592593,  0.23888889]), array([-0.28055556,  0.24444444])]",656,,11.0,0.0,Sudden,Accuracy,0.2918911474651632,Baseline
0.3,0.3,"[array([0., 0.]), array([0.00092593, 0.01018519]), array([0.0287037 , 0.04074074]), array([0.09166667, 0.0962963 ]), array([0.11851852, 0.11851852]), array([0.13148148, 0.1287037 ]), array([0.14537037, 0.13981481]), array([0.1537037 , 0.14722222]), array([0.16574074, 0.15740741]), array([0.17777778, 0.16759259]), array([0.18888889, 0.17777778]), array([0.19907407, 0.18611111]), array([0.20555556, 0.19166667]), array([0.21388889, 0.19907407]), array([0.22037037, 0.20648148]), array([0.22592593, 0.21203704]), array([0.22962963, 0.21574074]), array([0.23333333, 0.22037037]), array([0.23518519, 0.22222222]), array([0., 0.]), array([0.01759259, 0.0212963 ]), array([0.0537037 , 0.05740741]), array([0.1037037 , 0.11388889]), array([0.12777778, 0.14444444]), array([0.13981481, 0.15925926]), array([0.15555556, 0.17777778]), array([0.16944444, 0.19259259]), array([0.18240741, 0.20648148]), array([0.18981481, 0.21388889]), array([0.20092593, 0.22592593]), array([0.21203704, 0.23703704]), array([0.22222222, 0.2462963 ]), array([0.22777778, 0.25277778]), array([0.23611111, 0.26111111]), array([0.24166667, 0.26666667])]",656,,12.0,0.0,Sudden,Accuracy,0.1224873868002161,Baseline
0.3,-0.3,"[array([0., 0.]), array([-0.0212963 ,  0.01111111]), array([-0.01481481,  0.01388889]), array([0.01111111, 0.00185185]), array([ 0.04722222, -0.03055556]), array([ 0.08240741, -0.06296296]), array([ 0.09722222, -0.07592593]), array([ 0.11388889, -0.09166667]), array([ 0.12222222, -0.09907407]), array([ 0.13981481, -0.11388889]), array([ 0.15277778, -0.12592593]), array([ 0.17037037, -0.14074074]), array([ 0.17962963, -0.14814815]), array([ 0.19259259, -0.15833333]), array([ 0.20648148, -0.16944444]), array([ 0.21944444, -0.17962963]), array([ 0.23240741, -0.18981481]), array([ 0.24074074, -0.1962963 ]), array([ 0.25185185, -0.20648148]), array([ 0.26111111, -0.21574074]), array([ 0.26851852, -0.22407407]), array([ 0.27314815, -0.2287037 ]), array([ 0.2787037 , -0.23518519]), array([ 0.28240741, -0.23888889])]",656,,13.0,0.0,Sudden,Accuracy,0.1278050173240037,Baseline
0.3,-0.3,[],656,,14.0,0.0,Sudden,Accuracy,0.1278050173240037,Baseline
-0.3,0.3,"[array([0., 0.]), array([-0.03240741,  0.02222222]), array([-0.0712963 ,  0.05462963]), array([-0.12222222,  0.10555556]), array([-0.13518519,  0.12037037]), array([-0.15      ,  0.13796296]), array([-0.15740741,  0.1462963 ]), array([-0.1712963 ,  0.16203704]), array([-0.18425926,  0.17685185]), array([-0.2       ,  0.19444444]), array([-0.21111111,  0.20740741]), array([-0.2212963 ,  0.21851852]), array([-0.23333333,  0.23333333]), array([-0.24444444,  0.2462963 ]), array([-0.25555556,  0.25925926]), array([-0.26296296,  0.26851852])]",656,,15.0,0.0,Sudden,Accuracy,0.142040752640307,Baseline
-0.3,-0.3,"[array([0., 0.]), array([-0.00648148,  0.0037037 ]), array([-0.03240741, -0.01111111]), array([-0.08333333, -0.05092593]), array([-0.13611111, -0.09722222]), array([-0.15185185, -0.11296296]), array([-0.16388889, -0.125     ]), array([-0.17592593, -0.13703704]), array([-0.18425926, -0.1462963 ]), array([-0.19537037, -0.15833333]), array([-0.20648148, -0.1712963 ]), array([-0.21759259, -0.18333333]), array([-0.225     , -0.19166667]), array([-0.23796296, -0.20648148]), array([-0.24444444, -0.21296296]), array([-0.25277778, -0.22314815]), array([-0.26111111, -0.23333333]), array([-0.26574074, -0.23888889]), array([-0.27037037, -0.24537037])]",656,,16.0,0.0,Sudden,Accuracy,0.1884126532028775,Baseline
0.3,0.3,"[array([0., 0.]), array([0.01018519, 0.01759259]), array([0.04351852, 0.04444444]), array([0.11388889, 0.09537037]), array([0.17222222, 0.13796296]), array([0.19444444, 0.1537037 ]), array([0.20925926, 0.16388889]), array([0.23796296, 0.18240741]), array([0.25648148, 0.19351852]), array([0.27222222, 0.20277778]), array([0.28796296, 0.21203704]), array([0.30833333, 0.22407407]), array([0.32222222, 0.23240741]), array([0.33055556, 0.23796296])]",656,,17.0,0.0,Sudden,Accuracy,0.1719747780169127,Baseline
0.3,-0.3,"[array([0., 0.]), array([ 0.0287037 , -0.02592593]), array([ 0.08796296, -0.0787037 ]), array([ 0.15833333, -0.14259259]), array([ 0.18148148, -0.16388889]), array([ 0.19814815, -0.18055556]), array([ 0.21296296, -0.1962963 ]), array([ 0.22592593, -0.21111111]), array([ 0.23333333, -0.21944444]), array([ 0.24444444, -0.23333333]), array([ 0.25833333, -0.25092593]), array([ 0.26481481, -0.25925926])]",656,,18.0,0.0,Sudden,Accuracy,0.0448982127531819,Baseline
-0.3,0.3,"[array([0., 0.]), array([-0.0212963 ,  0.02407407]), array([-0.05      ,  0.06018519]), array([-0.10925926,  0.12222222]), array([-0.13425926,  0.14907407]), array([-0.15277778,  0.16851852]), array([-0.16481481,  0.18055556]), array([-0.18333333,  0.2       ]), array([-0.1962963 ,  0.21481481]), array([-0.21203704,  0.23240741]), array([-0.22314815,  0.24444444]), array([-0.23333333,  0.25648148]), array([-0.24537037,  0.27037037]), array([-0.25185185,  0.27777778])]",656,,19.0,0.0,Sudden,Accuracy,0.0432630630897192,Baseline
-0.3,0.3,[],656,,20.0,0.0,Sudden,Accuracy,0.0432630630897192,Baseline
0.3,0.3,"[array([0., 0.]), array([0.01574074, 0.02222222]), array([0.06111111, 0.08425926]), array([0.11944444, 0.15277778]), array([0.14166667, 0.175     ]), array([0.15740741, 0.19074074]), array([0.18148148, 0.21296296]), array([0.20740741, 0.23518519]), array([0.23240741, 0.25648148]), array([0.24814815, 0.27037037]), array([0.26851852, 0.28888889])]",656,,21.0,0.0,Sudden,Accuracy,0.1213813397071082,Baseline
-0.3,-0.3,"[array([0., 0.]), array([-0.02407407, -0.02037037]), array([-0.07962963, -0.07407407]), array([-0.15277778, -0.14166667]), array([-0.22222222, -0.20925926]), array([-0.26759259, -0.25277778]), array([-0.27962963, -0.26388889])]",656,,22.0,0.0,Sudden,Accuracy,0.0071761566706283,Baseline
-0.3,-0.3,[],656,,23.0,0.0,Sudden,Accuracy,0.0071761566706283,Baseline
-0.3,-0.3,[],656,,24.0,0.0,Sudden,Accuracy,0.0071761566706283,Baseline
0.3,-0.3,"[array([0., 0.]), array([ 0.05      , -0.04259259]), array([ 0.12407407, -0.10092593]), array([ 0.16111111, -0.13055556]), array([ 0.17314815, -0.14259259]), array([ 0.18888889, -0.15740741]), array([ 0.20185185, -0.17037037]), array([ 0.21388889, -0.18333333]), array([ 0.22037037, -0.19259259]), array([ 0.23055556, -0.20555556]), array([ 0.23981481, -0.21851852]), array([ 0.24814815, -0.23148148]), array([ 0.25555556, -0.24166667]), array([ 0.26018519, -0.24907407])]",656,,25.0,0.0,Sudden,Accuracy,0.0580152775973395,Baseline
0.3,0.3,"[array([0., 0.]), array([0.00555556, 0.03055556]), array([0.04907407, 0.10462963]), array([0.11203704, 0.18796296]), array([0.17962963, 0.26759259]), array([0.23611111, 0.32685185]), array([0.26111111, 0.35277778])]",656,,26.0,0.0,Sudden,Accuracy,0.1986088417912762,Baseline
-0.3,0.3,"[array([0., 0.]), array([-0.02314815,  0.02962963]), array([-0.07777778,  0.08518519]), array([-0.1287037 ,  0.13148148]), array([-0.1462963 ,  0.14814815]), array([-0.16388889,  0.16481481]), array([-0.17592593,  0.17685185]), array([-0.19074074,  0.19166667]), array([-0.2037037 ,  0.20555556]), array([-0.21574074,  0.21851852]), array([-0.22685185,  0.23148148]), array([-0.23333333,  0.23981481]), array([-0.24259259,  0.25185185]), array([-0.24814815,  0.25925926])]",656,,27.0,0.0,Sudden,Accuracy,0.023528984516886,Baseline
0.3,-0.3,"[array([0., 0.]), array([ 0.01944444, -0.02314815]), array([ 0.06481481, -0.05925926]), array([ 0.1287037 , -0.10925926]), array([ 0.16111111, -0.13796296]), array([ 0.17037037, -0.14537037]), array([ 0.18703704, -0.16111111]), array([ 0.2       , -0.17222222]), array([ 0.21111111, -0.18333333]), array([ 0.22222222, -0.19351852]), array([ 0.2287037 , -0.20092593]), array([ 0.23888889, -0.21018519]), array([ 0.24722222, -0.21944444]), array([ 0.25462963, -0.22685185]), array([ 0.26111111, -0.23425926]), array([ 0.26481481, -0.23796296]), array([ 0.26944444, -0.24351852])]",656,,28.0,0.0,Sudden,Accuracy,0.0057523474446374,Baseline
0.3,-0.3,[],656,,29.0,0.0,Sudden,Accuracy,0.0057523474446374,Baseline
-0.3,0.3,"[array([0., 0.]), array([-0.02962963,  0.03240741]), array([-0.08240741,  0.08703704]), array([-0.12592593,  0.125     ]), array([-0.14444444,  0.14074074]), array([-0.16203704,  0.15648148]), array([-0.17314815,  0.16666667]), array([-0.18796296,  0.18055556]), array([-0.20462963,  0.1962963 ]), array([-0.21666667,  0.20740741]), array([-0.22962963,  0.21944444]), array([-0.23796296,  0.22685185]), array([-0.24907407,  0.23796296]), array([-0.26018519,  0.24814815]), array([-0.26666667,  0.25462963])]",656,,30.0,0.0,Sudden,Accuracy,0.0678327542686433,Baseline
0.3,0.3,"[array([0., 0.]), array([0.01574074, 0.02962963]), array([0.08703704, 0.10185185]), array([0.1712963, 0.175    ]), array([0.25092593, 0.24259259]), array([0.30185185, 0.28703704]), array([0.325     , 0.31203704])]",656,,31.0,0.0,Sudden,Accuracy,0.0986171392419849,Baseline
-0.3,-0.3,"[array([0., 0.]), array([-0.01666667, -0.01944444]), array([-0.06851852, -0.07314815]), array([-0.13888889, -0.14166667]), array([-0.20462963, -0.21018519]), array([-0.25185185, -0.26111111]), array([-0.2787037 , -0.28888889])]",656,,32.0,0.0,Sudden,Accuracy,0.0147254963225534,Baseline
0.3,0.3,"[array([0., 0.]), array([0.01666667, 0.0212963 ]), array([0.07777778, 0.0712963 ]), array([0.15277778, 0.12962963]), array([0.22777778, 0.18703704]), array([0.2787037 , 0.22222222]), array([0.29907407, 0.23611111]), array([0.30925926, 0.24259259])]",656,,33.0,0.0,Sudden,Accuracy,0.0767719092669243,Baseline
-0.3,0.3,"[array([0., 0.]), array([-0.0212963 ,  0.02037037]), array([-0.06388889,  0.06111111]), array([-0.13703704,  0.12222222]), array([-0.17222222,  0.14907407]), array([-0.19074074,  0.16388889]), array([-0.20740741,  0.17592593]), array([-0.22037037,  0.18703704]), array([-0.23425926,  0.19814815]), array([-0.24722222,  0.20833333]), array([-0.25925926,  0.21944444]), array([-0.26759259,  0.22592593]), array([-0.27777778,  0.23518519]), array([-0.28425926,  0.24074074])]",656,,34.0,0.0,Sudden,Accuracy,0.0604847593448247,Baseline
0.3,0.3,"[array([0., 0.]), array([0.01666667, 0.01666667]), array([0.07962963, 0.07222222]), array([0.15925926, 0.14074074]), array([0.24259259, 0.21203704]), array([0.30833333, 0.26574074]), array([0.34351852, 0.29444444])]",656,,35.0,0.0,Sudden,Accuracy,0.0280300319230761,Baseline
-0.3,-0.3,"[array([0., 0.]), array([-0.00277778, -0.00925926]), array([-0.03055556, -0.03981481]), array([-0.09259259, -0.10277778]), array([-0.16111111, -0.17592593]), array([-0.2212963 , -0.23796296]), array([-0.25833333, -0.27685185]), array([-0.26574074, -0.28518519])]",656,,36.0,0.0,Sudden,Accuracy,0.0955477840106962,Baseline
0.3,-0.3,"[array([0., 0.]), array([ 0.04074074, -0.0462963 ]), array([ 0.10925926, -0.10833333]), array([ 0.12777778, -0.12314815]), array([ 0.14537037, -0.13888889]), array([ 0.16203704, -0.1537037 ]), array([ 0.175     , -0.16666667]), array([ 0.18611111, -0.17777778]), array([ 0.19814815, -0.19074074]), array([ 0.20833333, -0.20277778]), array([ 0.21851852, -0.21388889]), array([ 0.22777778, -0.225     ]), array([ 0.23333333, -0.23148148]), array([ 0.24166667, -0.24074074]), array([ 0.24814815, -0.24907407]), array([ 0.25185185, -0.2537037 ])]",656,,37.0,0.0,Sudden,Accuracy,0.060080377567672,Baseline
0.3,-0.3,[],656,,38.0,0.0,Sudden,Accuracy,0.060080377567672,Baseline
0.3,-0.3,[],656,,39.0,0.0,Sudden,Accuracy,0.060080377567672,Baseline
-0.3,0.3,"[array([0., 0.]), array([-0.03148148,  0.03055556]), array([-0.07407407,  0.08055556]), array([-0.10833333,  0.12037037]), array([-0.12407407,  0.13796296]), array([-0.13796296,  0.15462963]), array([-0.15      ,  0.16944444]), array([-0.15648148,  0.1787037 ]), array([-0.16666667,  0.19259259]), array([-0.17685185,  0.20648148]), array([-0.18611111,  0.22037037]), array([-0.19537037,  0.23333333]), array([-0.20092593,  0.24166667]), array([-0.20925926,  0.2537037 ]), array([-0.21759259,  0.26481481]), array([-0.225     ,  0.27407407]), array([-0.23240741,  0.28240741]), array([-0.23611111,  0.28703704])]",656,,40.0,0.0,Sudden,Accuracy,0.1119635621314393,Baseline
0.3,0.3,"[array([0., 0.]), array([0.02592593, 0.02962963]), array([0.09444444, 0.09166667]), array([0.16296296, 0.15740741]), array([0.21203704, 0.20740741]), array([0.22592593, 0.22037037]), array([0.24259259, 0.23611111]), array([0.25092593, 0.24444444]), array([0.26296296, 0.25555556])]",656,,41.0,0.0,Sudden,Accuracy,0.0006394950336218,Baseline
-0.3,-0.3,"[array([0., 0.]), array([-0.01944444, -0.0212963 ]), array([-0.05833333, -0.06388889]), array([-0.11759259, -0.13055556]), array([-0.14537037, -0.16296296]), array([-0.16111111, -0.18148148]), array([-0.17685185, -0.2       ]), array([-0.18703704, -0.21296296]), array([-0.20185185, -0.23148148]), array([-0.21203704, -0.24537037]), array([-0.22222222, -0.25833333]), array([-0.2287037 , -0.26759259]), array([-0.23888889, -0.28148148]), array([-0.24537037, -0.28981481])]",656,,42.0,0.0,Sudden,Accuracy,0.0374315390696781,Baseline
-0.3,0.3,"[array([0., 0.]), array([-0.01944444,  0.0212963 ]), array([-0.04907407,  0.05185185]), array([-0.09722222,  0.09907407]), array([-0.13148148,  0.13796296]), array([-0.1462963 ,  0.15555556]), array([-0.15648148,  0.16944444]), array([-0.16666667,  0.18333333]), array([-0.17685185,  0.19722222]), array([-0.18425926,  0.20648148]), array([-0.19444444,  0.21944444]), array([-0.20462963,  0.23240741]), array([-0.21481481,  0.24351852]), array([-0.22407407,  0.25462963]), array([-0.23055556,  0.26111111]), array([-0.23796296,  0.26944444]), array([-0.24351852,  0.27407407])]",656,,43.0,0.0,Sudden,Accuracy,0.0314495309528236,Baseline
-0.3,0.3,[],656,,44.0,0.0,Sudden,Accuracy,0.0314495309528236,Baseline
0.3,-0.3,"[array([0., 0.]), array([ 0.01388889, -0.11296296]), array([ 0.03333333, -0.13240741]), array([ 0.06759259, -0.16203704]), array([ 0.11666667, -0.20740741]), array([ 0.13703704, -0.22777778]), array([ 0.14537037, -0.23611111]), array([ 0.16203704, -0.25277778]), array([ 0.17407407, -0.26481481]), array([ 0.18981481, -0.28055556]), array([ 0.19722222, -0.28888889]), array([ 0.20833333, -0.30092593]), array([ 0.22037037, -0.31296296]), array([ 0.23055556, -0.325     ]), array([ 0.23703704, -0.33240741])]",656,,45.0,0.0,Sudden,Accuracy,0.497121711026032,Baseline
0.3,0.3,"[array([0., 0.]), array([0.01851852, 0.03981481]), array([0.07777778, 0.11851852]), array([0.08796296, 0.13240741]), array([0.10555556, 0.15462963]), array([0.1212963, 0.175    ]), array([0.13703704, 0.1962963 ]), array([0.15555556, 0.21851852]), array([0.16759259, 0.23333333]), array([0.18333333, 0.25092593]), array([0.20185185, 0.27037037]), array([0.21666667, 0.28611111]), array([0.22962963, 0.29907407]), array([0.23796296, 0.30648148])]",656,,46.0,0.0,Sudden,Accuracy,0.2248526430056437,Baseline
