p_id,errors,trial,block,Rotation,Emphasis
641,0.18877955429612178,0,0,Gradual,Accuracy
641,0.18877955429612178,1,0,Gradual,Accuracy
641,0.140400664664199,2,0,Gradual,Accuracy
641,0.29168641480010166,3,0,Gradual,Accuracy
641,0.23811172759156463,4,0,Gradual,Accuracy
641,0.09468729684715275,5,0,Gradual,Accuracy
641,0.0682952678322827,6,0,Gradual,Accuracy
641,0.012819810472894152,7,0,Gradual,Accuracy
641,0.05504945019434944,8,0,Gradual,Accuracy
641,0.05504945019434944,9,0,Gradual,Accuracy
641,0.16628246377688263,10,0,Gradual,Accuracy
641,0.16628246377688263,11,0,Gradual,Accuracy
641,0.08603546089724552,12,0,Gradual,Accuracy
641,0.24125743537799518,13,0,Gradual,Accuracy
641,0.1004405440443133,14,0,Gradual,Accuracy
641,0.18608169610316638,15,0,Gradual,Accuracy
641,0.1525482808695897,16,0,Gradual,Accuracy
641,0.03401601939713513,17,0,Gradual,Accuracy
641,0.15143460465461936,18,0,Gradual,Accuracy
641,0.293808534462755,19,0,Gradual,Accuracy
641,0.013697773372878936,20,0,Gradual,Accuracy
641,0.11706388276295757,21,0,Gradual,Accuracy
641,0.30595547515306976,22,0,Gradual,Accuracy
641,0.08331029716716448,23,0,Gradual,Accuracy
641,0.3286886486594952,24,0,Gradual,Accuracy
641,0.3286886486594952,25,0,Gradual,Accuracy
641,0.04677217309645696,26,0,Gradual,Accuracy
641,0.12070713406692984,27,0,Gradual,Accuracy
641,0.284431864223903,28,0,Gradual,Accuracy
641,0.2618139179668245,29,0,Gradual,Accuracy
641,0.12455602987601404,30,0,Gradual,Accuracy
641,0.14919254895648243,31,0,Gradual,Accuracy
641,0.12077892096100934,32,0,Gradual,Accuracy
641,0.09524799313971315,33,0,Gradual,Accuracy
641,0.10236324085111274,34,0,Gradual,Accuracy
641,0.38060767370845267,35,0,Gradual,Accuracy
641,0.1374809891012111,36,0,Gradual,Accuracy
641,0.023986112208155084,37,0,Gradual,Accuracy
641,0.09210252242782882,38,0,Gradual,Accuracy
641,0.1137169092882995,39,0,Gradual,Accuracy
641,0.1137169092882995,40,0,Gradual,Accuracy
641,0.010682361880231764,41,0,Gradual,Accuracy
641,0.10011717040180361,42,0,Gradual,Accuracy
641,0.10011717040180361,43,0,Gradual,Accuracy
641,0.109758748819075,44,0,Gradual,Accuracy
641,0.10721392014735988,45,0,Gradual,Accuracy
641,0.22700646769172173,46,0,Gradual,Accuracy
641,0.22700646769172173,47,0,Gradual,Accuracy
641,0.06284799576355911,48,0,Gradual,Accuracy
641,2.9881994054462093,49,0,Gradual,Accuracy
641,2.9881994054462093,50,0,Gradual,Accuracy
641,0.06382440764085241,51,0,Gradual,Accuracy
641,0.3732768037658377,52,0,Gradual,Accuracy
641,0.007818448974717875,53,0,Gradual,Accuracy
641,0.020704182969900318,54,0,Gradual,Accuracy
641,0.020704182969900318,55,0,Gradual,Accuracy
641,0.05950304910077901,56,0,Gradual,Accuracy
641,0.05950304910077901,57,0,Gradual,Accuracy
641,0.20269796370954507,58,0,Gradual,Accuracy
641,0.09666582099188306,59,0,Gradual,Accuracy
641,0.3133311916290059,60,0,Gradual,Accuracy
641,0.10842000899731558,61,0,Gradual,Accuracy
641,0.3573175598245184,62,0,Gradual,Accuracy
641,0.32731142550906317,63,0,Gradual,Accuracy
641,0.32138610078950236,64,1,Gradual,Accuracy
641,0.2639815567654719,65,1,Gradual,Accuracy
641,2.879003930818761,66,1,Gradual,Accuracy
641,0.11753742573929604,67,1,Gradual,Accuracy
641,0.04550568342072968,68,1,Gradual,Accuracy
641,0.23121469051164542,69,1,Gradual,Accuracy
641,0.18177944371750981,70,1,Gradual,Accuracy
641,0.18177944371750981,71,1,Gradual,Accuracy
641,0.05878231909895897,72,1,Gradual,Accuracy
641,0.0528504971890591,73,1,Gradual,Accuracy
641,0.16639666692210914,74,1,Gradual,Accuracy
641,0.0698983918265683,75,1,Gradual,Accuracy
641,0.50086249611857,76,1,Gradual,Accuracy
641,0.007583916218841383,77,1,Gradual,Accuracy
641,0.2507257262900682,78,1,Gradual,Accuracy
641,0.1210405668327695,79,1,Gradual,Accuracy
641,0.1210405668327695,80,1,Gradual,Accuracy
641,0.16301220026242724,81,1,Gradual,Accuracy
641,0.16301220026242724,82,1,Gradual,Accuracy
641,0.12073788458394316,83,1,Gradual,Accuracy
641,0.09730021953304518,84,1,Gradual,Accuracy
641,0.33379816425082787,85,1,Gradual,Accuracy
641,0.33379816425082787,86,1,Gradual,Accuracy
641,0.2421443967806866,87,1,Gradual,Accuracy
641,0.005436698880495777,88,1,Gradual,Accuracy
641,0.12450683433774097,89,1,Gradual,Accuracy
641,0.12450683433774097,90,1,Gradual,Accuracy
641,0.03999991680723294,91,1,Gradual,Accuracy
641,0.03384630381291462,92,1,Gradual,Accuracy
641,0.12879919876100762,93,1,Gradual,Accuracy
641,0.00185700807900204,94,1,Gradual,Accuracy
641,0.00695985724946891,95,1,Gradual,Accuracy
641,0.00695985724946891,96,1,Gradual,Accuracy
641,0.05541653131360913,97,1,Gradual,Accuracy
641,0.05541653131360913,98,1,Gradual,Accuracy
641,0.11324998282317855,99,1,Gradual,Accuracy
641,0.11324998282317855,100,1,Gradual,Accuracy
641,0.22706249160169265,101,1,Gradual,Accuracy
641,0.10417538774738165,102,1,Gradual,Accuracy
641,0.025497828554190482,103,1,Gradual,Accuracy
641,0.20223798273409047,104,1,Gradual,Accuracy
641,0.20223798273409047,105,1,Gradual,Accuracy
641,0.34635262146315093,106,1,Gradual,Accuracy
641,0.1963048778267749,107,1,Gradual,Accuracy
641,0.001132336879423775,108,1,Gradual,Accuracy
641,0.16664542918848504,109,1,Gradual,Accuracy
641,0.21048625916555383,110,1,Gradual,Accuracy
641,0.21048625916555383,111,1,Gradual,Accuracy
641,0.7666814758458212,112,1,Gradual,Accuracy
641,0.08722804328441201,113,1,Gradual,Accuracy
641,0.6761264257237002,114,1,Gradual,Accuracy
641,0.10398393176078258,115,1,Gradual,Accuracy
641,0.10398393176078258,116,1,Gradual,Accuracy
641,0.0425228330031812,117,1,Gradual,Accuracy
641,0.06188127763768544,118,1,Gradual,Accuracy
641,0.18176290695297845,119,1,Gradual,Accuracy
641,0.16739557834843727,120,1,Gradual,Accuracy
641,0.29205756507573494,121,1,Gradual,Accuracy
641,0.29205756507573494,122,1,Gradual,Accuracy
641,0.08751017033689114,123,1,Gradual,Accuracy
641,0.05881627489797557,124,1,Gradual,Accuracy
641,0.02597213817483826,125,1,Gradual,Accuracy
641,0.02597213817483826,126,1,Gradual,Accuracy
641,0.10825974243198759,127,1,Gradual,Accuracy
641,0.6848157793607268,128,2,Gradual,Accuracy
641,0.6848157793607268,129,2,Gradual,Accuracy
641,0.24958123230802107,130,2,Gradual,Accuracy
641,0.3828804164401954,131,2,Gradual,Accuracy
641,0.3828804164401954,132,2,Gradual,Accuracy
641,0.08885746546799052,133,2,Gradual,Accuracy
641,0.33590532182446703,134,2,Gradual,Accuracy
641,0.04361623196099555,135,2,Gradual,Accuracy
641,0.040793682867868206,136,2,Gradual,Accuracy
641,0.2470679385214822,137,2,Gradual,Accuracy
641,0.1328185613052247,138,2,Gradual,Accuracy
641,0.5464896028864029,139,2,Gradual,Accuracy
641,0.059676716247244334,140,2,Gradual,Accuracy
641,0.456780363551783,141,2,Gradual,Accuracy
641,0.17257321508014944,142,2,Gradual,Accuracy
641,0.3702485197731891,143,2,Gradual,Accuracy
641,0.7993377808906962,144,2,Gradual,Accuracy
641,0.36508739869377793,145,2,Gradual,Accuracy
641,0.014318454922282255,146,2,Gradual,Accuracy
641,0.4910470531333844,147,2,Gradual,Accuracy
641,0.37439986530358826,148,2,Gradual,Accuracy
641,0.37439986530358826,149,2,Gradual,Accuracy
641,0.11453807109331988,150,2,Gradual,Accuracy
641,0.14569796699539464,151,2,Gradual,Accuracy
641,0.18230357329912372,152,2,Gradual,Accuracy
641,0.5965244213219772,153,2,Gradual,Accuracy
641,0.5965244213219772,154,2,Gradual,Accuracy
641,0.13715888263992473,155,2,Gradual,Accuracy
641,0.0071027647559572145,156,2,Gradual,Accuracy
641,0.0968459251850404,157,2,Gradual,Accuracy
641,0.07914372647192716,158,2,Gradual,Accuracy
641,0.019949139032266743,159,2,Gradual,Accuracy
641,0.019949139032266743,160,2,Gradual,Accuracy
641,0.029990354696904087,161,2,Gradual,Accuracy
641,0.029990354696904087,162,2,Gradual,Accuracy
641,0.014423778410975894,163,2,Gradual,Accuracy
641,0.023110638742609484,164,2,Gradual,Accuracy
641,0.09090235530420217,165,2,Gradual,Accuracy
641,0.4412662778777055,166,2,Gradual,Accuracy
641,0.06390546303901092,167,2,Gradual,Accuracy
641,0.42475973549129314,168,2,Gradual,Accuracy
641,0.27947925859761713,169,2,Gradual,Accuracy
641,0.19102512630428503,170,2,Gradual,Accuracy
641,0.19102512630428503,171,2,Gradual,Accuracy
641,0.4022820497840582,172,2,Gradual,Accuracy
641,0.25297849246675047,173,2,Gradual,Accuracy
641,0.25297849246675047,174,2,Gradual,Accuracy
641,0.8574826029762173,175,2,Gradual,Accuracy
641,0.1291315644991166,176,2,Gradual,Accuracy
641,0.07372343581433358,177,2,Gradual,Accuracy
641,0.14607271855008028,178,2,Gradual,Accuracy
